Carte,Origine,Destination,Temps CPU Dijkstra (en ns), Nb Sommets, Temps CPU A* (en ns), Nb Sommets
bretagne.mapgr,227813,108614,270812000,222970,78504000,79440
bretagne.mapgr,364013,487110,31239000,55401,9108000,9263
bretagne.mapgr,107502,357278,81460000,140467,21876000,17081
bretagne.mapgr,588211,607231,114557000,96702,13316000,12642
bretagne.mapgr,61977,650333,220724000,142712,17705000,13383
bretagne.mapgr,595301,380531,120221000,63902,3054000,3260
bretagne.mapgr,400271,164510,106372000,76953,14797000,10687
bretagne.mapgr,224999,484590,144351000,97534,10379000,10888
bretagne.mapgr,92663,27213,150065000,174392,96078000,45118
bretagne.mapgr,572710,622798,157246000,80384,17913000,10709
bretagne.mapgr,308894,268773,148467000,120191,11274000,9668
bretagne.mapgr,70302,202625,108457000,96119,18071000,17975
bretagne.mapgr,425674,411031,50644000,51329,4522000,4890
bretagne.mapgr,71210,443351,83096000,158960,38970000,49170
bretagne.mapgr,103806,105963,248986000,167617,62884000,32422
bretagne.mapgr,625578,79721,55175000,55748,3633000,4010
bretagne.mapgr,544038,441595,87013000,175997,46128000,34363
bretagne.mapgr,326603,295681,188308000,158309,84084000,58964
bretagne.mapgr,103734,116696,48362000,48771,3315000,3341
bretagne.mapgr,380515,132636,234429000,211509,38046000,24431
bretagne.mapgr,143992,314500,111446000,89621,7773000,7520
bretagne.mapgr,626772,306133,71268000,64348,9080000,9130
bretagne.mapgr,75662,270984,116269000,112924,36527000,25159
bretagne.mapgr,252118,623671,15437000,27297,7438000,7706
bretagne.mapgr,467593,226486,146100000,46975,19642000,15398
bretagne.mapgr,441646,487240,125113000,106838,9568000,8751
bretagne.mapgr,15088,93883,63625000,136112,51725000,32118
bretagne.mapgr,433850,202217,87840000,53699,8998000,6303
bretagne.mapgr,12023,147589,61853000,194611,21922000,22273
bretagne.mapgr,124060,610941,226855000,142800,8882000,6139
bretagne.mapgr,472770,423087,120189000,203964,247794000,57233
bretagne.mapgr,345837,46920,36828000,46793,5446000,5553
bretagne.mapgr,536418,88610,51234000,45653,7392000,7281
bretagne.mapgr,151028,331881,68546000,54719,3365000,3005
bretagne.mapgr,475815,26447,260544000,175955,11312000,7922
bretagne.mapgr,538245,604047,138144000,88327,9827000,7726
bretagne.mapgr,569031,65430,104523000,44597,19000000,13014
bretagne.mapgr,380549,598804,107877000,64044,212423000,1546813
bretagne.mapgr,497124,93987,195452000,104402,17685000,16918
bretagne.mapgr,191757,11952,78914000,100335,17534000,14349
bretagne.mapgr,174120,150172,138312000,124840,35865000,25970
bretagne.mapgr,598896,171066,21704000,48005,7998000,5266
bretagne.mapgr,367969,332582,68248000,55641,22325000,14600
bretagne.mapgr,479577,343421,221073000,68835,12972000,7684
bretagne.mapgr,371156,57495,102092000,188678,109268000,59037
bretagne.mapgr,534841,329966,375216000,181285,184994000,11982
bretagne.mapgr,304439,460612,233333000,124697,77879000,40209
bretagne.mapgr,162366,651899,75437000,87411,19885000,15115
bretagne.mapgr,457443,56196,87592000,73703,16959000,14585
bretagne.mapgr,560772,541258,139346000,112681,29432000,18327
bretagne.mapgr,481524,348060,314298000,109893,51220000,20749
bretagne.mapgr,252119,339267,44451000,50655,18088000,14295
bretagne.mapgr,147925,42299,116159000,101322,30298000,21436
bretagne.mapgr,156049,427035,137050000,81711,7743000,5415
bretagne.mapgr,129995,81727,79093000,56063,6156000,4578
bretagne.mapgr,345807,310718,52643000,60961,151017000,11485
bretagne.mapgr,495862,18581,159859000,221148,340323000,49621
bretagne.mapgr,189101,439997,20793000,35548,3022000,2420
bretagne.mapgr,13500,177776,172228000,75006,13814000,7173
bretagne.mapgr,297736,630540,49719000,40430,2266000,2597
bretagne.mapgr,555785,388682,309504000,83490,29553000,20860
bretagne.mapgr,584677,24518,44796000,53495,7624000,6736
bretagne.mapgr,593972,603388,29670000,31255,2982000,2649
bretagne.mapgr,87488,188852,155788000,106350,10300000,10116
bretagne.mapgr,506531,540764,24069000,30987,3120000,3208
bretagne.mapgr,319955,418666,244198000,97983,69696000,34713
bretagne.mapgr,438399,460566,97787000,76241,5479000,5620
bretagne.mapgr,543435,402653,47049000,67641,19810000,24681
bretagne.mapgr,473514,460410,99425000,76252,18407000,11488
bretagne.mapgr,374834,456216,134034000,190758,23391000,19283
bretagne.mapgr,333814,107981,236831000,50500,2738000,2717
bretagne.mapgr,250600,466638,151474000,101849,13350000,8807
bretagne.mapgr,361316,391285,117236000,52567,25944000,20084
bretagne.mapgr,38268,67193,103861000,88712,24049000,16789
bretagne.mapgr,3405,40152,113153000,113751,37157000,25375
bretagne.mapgr,605033,552079,74387000,55061,9856000,10018
bretagne.mapgr,251070,288695,128358000,71963,8302000,7216
bretagne.mapgr,521821,478026,88694000,61092,8610000,6107
bretagne.mapgr,235134,480786,73167000,50922,20589000,12667
bretagne.mapgr,305250,35118,132999000,105956,38429000,20617
bretagne.mapgr,146392,331339,61376000,57590,11473000,7190
bretagne.mapgr,531689,227749,79437000,83536,12478000,11235
bretagne.mapgr,408985,571628,82039000,64942,6357000,4936
bretagne.mapgr,138897,63198,29830000,42797,14722000,13981
bretagne.mapgr,226132,155860,52342000,36503,4571000,3522
bretagne.mapgr,570631,1223,22174000,32054,3951000,4354
bretagne.mapgr,621067,465572,53566000,41712,3187000,3443
bretagne.mapgr,497441,283002,84692000,182579,29291000,16481
bretagne.mapgr,38730,201805,169291000,168557,9036000,7754
bretagne.mapgr,654417,301865,23416000,31552,1913000,1709
bretagne.mapgr,135066,306988,30713000,59382,12350000,8112
bretagne.mapgr,124234,8585,305036000,108682,46491000,31353
bretagne.mapgr,583471,530778,85362000,68331,3592000,2963
bretagne.mapgr,3372,107744,187544000,158849,300057000,1546814
bretagne.mapgr,568224,160322,128681000,193789,63407000,43308
bretagne.mapgr,647165,67971,188368000,109804,54631000,32822
bretagne.mapgr,531171,359809,53805000,60485,19325000,17003
bretagne.mapgr,300489,574164,136787000,59811,26298000,9293
