Carte,Origine,Destination,Temps CPU Dijkstra (en ns), Nb Sommets, Temps CPU A* (en ns), Nb Sommets
bretagne.mapgr,312026,658698,194556000,1085384,192503000,368614
bretagne.mapgr,124161,199683,155578000,1294637,847655000,310264
bretagne.mapgr,232436,55547,112702000,1263720,357399000,231431
bretagne.mapgr,25678,287973,391859000,1006874,312722000,345288
bretagne.mapgr,327749,403822,192516000,1149453,217904000,266415
bretagne.mapgr,287358,258893,755145000,1090828,803648000,1546813
bretagne.mapgr,554858,329746,479230000,1499030,866089000,411220
bretagne.mapgr,388373,372431,926744000,1461498,808155000,361412
bretagne.mapgr,511898,182654,423765000,1320365,955727000,243400
bretagne.mapgr,476457,425618,748581000,1029954,722353000,199886
bretagne.mapgr,143852,226096,312690000,887992,835057000,298460
bretagne.mapgr,323371,304473,444459000,1024292,626351000,300340
bretagne.mapgr,73275,69929,10260000,1431205,61579000,150265
bretagne.mapgr,109008,295709,789295000,1343886,838960000,259282
bretagne.mapgr,595934,37751,310740000,1279467,890920000,200248
bretagne.mapgr,221246,420839,47211000,1216532,936064000,279238
bretagne.mapgr,410117,179071,204731000,1269506,147335000,337967
bretagne.mapgr,296851,401111,899783000,1435644,528049000,240957
bretagne.mapgr,566684,532824,657434000,1474544,820880000,406701
bretagne.mapgr,423028,538648,665223000,1076278,953977000,253528
bretagne.mapgr,15778,650728,423240000,1456493,781383000,360879
bretagne.mapgr,269935,560255,888434000,819437,245772000,279679
bretagne.mapgr,458708,636531,187600000,991123,980777000,539645
bretagne.mapgr,424393,87783,369658000,1215734,10057000,220736
bretagne.mapgr,628092,587034,127282000,1477323,222195000,256706
bretagne.mapgr,491846,7042,248589000,968879,527017000,271666
bretagne.mapgr,579793,10449,972156000,1438425,361967000,239980
bretagne.mapgr,515511,312538,458267000,1497210,186723000,399162
bretagne.mapgr,181739,90197,817557000,872534,82143000,206848
bretagne.mapgr,283730,407627,869811000,1261544,998068000,208210
bretagne.mapgr,141698,447973,399633000,1051601,71263000,342944
bretagne.mapgr,187156,119765,616920000,1198121,77500000,293610
bretagne.mapgr,196263,421045,444196000,1141029,320831000,246035
bretagne.mapgr,256585,168962,211523000,1499836,805165000,277720
bretagne.mapgr,122939,61799,416680000,857554,468318000,320125
bretagne.mapgr,456651,219687,186472000,1251380,928147000,166787
bretagne.mapgr,193672,220695,836714000,1330428,278442000,194644
bretagne.mapgr,649129,449248,302266000,1387558,751250000,219809
bretagne.mapgr,340904,39721,588841000,1389570,402374000,215221
bretagne.mapgr,161655,302995,505451000,1512000,105044000,380821
bretagne.mapgr,91213,115364,454143000,958529,600843000,246989
bretagne.mapgr,253203,223889,106718000,853433,457408000,352513
bretagne.mapgr,377692,469746,501567000,1441565,436721000,305321
bretagne.mapgr,627444,359190,58335000,1512491,749664000,309493
bretagne.mapgr,413427,248583,437753000,1016724,795335000,418684
bretagne.mapgr,628461,562494,11578000,1503657,874655000,385320
bretagne.mapgr,121470,192401,382974000,1132892,691409000,390894
bretagne.mapgr,510092,437819,611580000,1128539,701276000,291680
bretagne.mapgr,183066,516749,351382000,1426964,202009000,200648
bretagne.mapgr,112429,424042,50092000,1484222,812361000,408094
bretagne.mapgr,216905,467665,116787000,1081773,697002000,248809
