Carte,Origine,Destination,Temps CPU Dijkstra (en ns), Nb Sommets, Temps CPU A* (en ns), Nb Sommets
bretagne.mapgr,270930,21213,21868000,1264937,732883000,399469
bretagne.mapgr,464853,210972,628223000,1368115,971822000,501416
bretagne.mapgr,251729,623049,700478000,1188469,145776000,451526
bretagne.mapgr,246456,174475,292219000,1051690,734410000,545329
bretagne.mapgr,601074,219615,401342000,1340132,78082000,503252
bretagne.mapgr,437366,430650,792307000,1442229,376639000,626381
bretagne.mapgr,484752,218967,135383000,1285003,252919000,798281
bretagne.mapgr,132014,127182,899438000,1282727,796757000,458240
bretagne.mapgr,144546,149789,555885000,1068283,817132000,322227
bretagne.mapgr,280824,516640,55315000,960872,121329000,508905
bretagne.mapgr,216886,486070,607913000,1033355,46110000,536967
bretagne.mapgr,152757,180259,340023000,1383111,862365000,603322
bretagne.mapgr,586923,80564,702249000,1194975,853446000,665506
bretagne.mapgr,255846,534808,62408000,1475796,508068000,681624
bretagne.mapgr,302896,660512,105503000,977436,658879000,602232
bretagne.mapgr,407588,199876,152905000,1207739,904323000,590273
bretagne.mapgr,252539,354915,492287000,1424346,405212000,549279
bretagne.mapgr,104435,505998,969255000,1500431,680293000,864867
bretagne.mapgr,228928,96884,398615000,1256487,193530000,531370
bretagne.mapgr,257986,597328,834249000,924709,853454000,621144
bretagne.mapgr,222470,616197,290651000,1322222,505714000,853555
bretagne.mapgr,644302,437985,277941000,1523321,238303000,765593
bretagne.mapgr,582793,357776,964149000,1085528,179761000,831370
bretagne.mapgr,584753,416576,79950000,1028572,696426000,808746
bretagne.mapgr,554548,619431,123700000,1254373,956963000,623018
bretagne.mapgr,238432,166567,616981000,1267203,381512000,537017
bretagne.mapgr,217668,658895,450525000,985731,958466000,607076
bretagne.mapgr,93538,163097,255287000,1533771,727287000,845427
bretagne.mapgr,62218,143487,372928000,1422821,742644000,419720
bretagne.mapgr,236220,343469,979675000,972782,198356000,491387
bretagne.mapgr,505094,130426,290934000,1432915,122113000,813479
bretagne.mapgr,16528,13568,944359000,1085725,615853000,311348
bretagne.mapgr,327888,315093,753231000,1402093,313206000,869801
bretagne.mapgr,517923,581769,117011000,1413707,18370000,809121
bretagne.mapgr,296303,404430,774386000,1095560,232822000,534611
bretagne.mapgr,273336,424894,436939000,908912,757142000,356221
bretagne.mapgr,285776,186027,25905000,1202703,295016000,720558
bretagne.mapgr,516468,267946,639717000,1205425,877691000,703188
bretagne.mapgr,562199,26414,418057000,1432787,26647000,682218
bretagne.mapgr,476811,7482,322176000,1008427,68823000,652120
bretagne.mapgr,660349,583253,870068000,972496,740630000,609372
bretagne.mapgr,387264,562086,641383000,1349215,402505000,517093
bretagne.mapgr,147530,398937,720656000,1533887,89749000,843630
bretagne.mapgr,34904,165820,918157000,1243915,168243000,384554
bretagne.mapgr,383431,618102,153706000,1116666,327039000,719371
bretagne.mapgr,431864,562161,852282000,1004227,531500000,552052
bretagne.mapgr,48987,52295,614293000,1049766,438783000,531296
bretagne.mapgr,596178,110014,189995000,1455841,187891000,596976
bretagne.mapgr,570272,105624,535495000,1139008,439986000,707570
bretagne.mapgr,18861,170017,474130000,943275,933898000,515798
bretagne.mapgr,88905,89928,536033000,1126714,363918000,368769
bretagne.mapgr,377126,215994,272180000,1435199,128309000,832901
bretagne.mapgr,618426,43553,972122000,1372728,521343000,331302
bretagne.mapgr,202497,45118,26748000,1406045,299090000,598402
bretagne.mapgr,427445,190623,636170000,1064481,352837000,513509
bretagne.mapgr,562560,488353,878971000,1028391,753012000,589123
bretagne.mapgr,101315,207279,423762000,1283854,953601000,625005
bretagne.mapgr,198712,456229,327054000,1095544,505466000,384754
bretagne.mapgr,598558,111824,411558000,1148526,738005000,792117
bretagne.mapgr,488309,615592,932263000,740961,387506000,418857
bretagne.mapgr,155398,178642,561836000,1067809,932569000,740734
bretagne.mapgr,494280,49630,996837000,1457242,636861000,896586
bretagne.mapgr,75506,562862,546837000,1211985,969154000,702854
bretagne.mapgr,618455,120484,414369000,1542730,836267000,936257
bretagne.mapgr,453891,577891,835873000,1193373,16053000,778761
bretagne.mapgr,191897,103237,552652000,1537116,240087000,579860
bretagne.mapgr,451935,122014,590528000,1330024,608802000,397913
bretagne.mapgr,574493,405494,661881000,1324006,828727000,972957
bretagne.mapgr,175858,329822,65252000,1179479,436938000,825893
bretagne.mapgr,658877,367345,884868000,1494282,221482000,642797
bretagne.mapgr,274360,233253,57158000,1106801,591781000,650686
bretagne.mapgr,658233,207231,478987000,1505463,69095000,1163337
bretagne.mapgr,395746,483100,889446000,1043240,845696000,665434
bretagne.mapgr,256107,168739,406005000,1451000,732765000,598630
bretagne.mapgr,94792,627818,380545000,1107295,941372000,720371
bretagne.mapgr,77818,151645,978730000,1201427,489977000,208703
bretagne.mapgr,574644,381948,593486000,1340589,548324000,961241
bretagne.mapgr,633329,164855,13552000,1445165,948415000,621648
bretagne.mapgr,543066,470984,601419000,927534,26547000,389269
bretagne.mapgr,151056,57448,826938000,1344576,218998000,719123
bretagne.mapgr,258682,51945,865732000,740620,725496000,271872
bretagne.mapgr,26270,438215,75746000,938880,389767000,535794
bretagne.mapgr,397013,163005,733075000,1056743,850493000,559154
bretagne.mapgr,574382,22020,827736000,1330919,637363000,509912
bretagne.mapgr,234769,220436,868024000,1127501,353608000,437009
bretagne.mapgr,501075,19461,662000,1314644,94551000,447225
bretagne.mapgr,388310,144564,902005000,1158895,22138000,637877
bretagne.mapgr,197842,349969,376834000,1100065,418311000,403350
bretagne.mapgr,441686,524569,555508000,1420696,309848000,1148016
bretagne.mapgr,661388,355026,606851000,935467,771729000,374442
bretagne.mapgr,270561,514230,94791000,1393165,955804000,508687
bretagne.mapgr,154180,241792,458350000,1498842,209732000,587657
bretagne.mapgr,312026,658698,842333000,1056668,967085000,680423
bretagne.mapgr,124161,199683,101202000,1301029,602031000,792789
bretagne.mapgr,232436,55547,310240000,1218510,702568000,592842
bretagne.mapgr,25678,287973,422529000,1007512,334468000,597401
bretagne.mapgr,327749,403822,509544000,1115770,612237000,582627
bretagne.mapgr,287358,258893,352055000,1134532,836446000,1544622
bretagne.mapgr,554858,329746,622226000,1448151,834618000,595220
bretagne.mapgr,388373,372431,523132000,1374994,746738000,521534
bretagne.mapgr,511898,182654,523059000,1009608,803779000,272615
bretagne.mapgr,476457,425618,152978000,1319169,426610000,928051
bretagne.mapgr,143852,226096,915119000,869667,733401000,451515
bretagne.mapgr,323371,304473,464735000,991454,518620000,624699
bretagne.mapgr,73275,69929,920949000,1259738,30942000,220795
bretagne.mapgr,109008,295709,415062000,1361937,522331000,551770
bretagne.mapgr,595934,37751,64118000,1327816,303591000,503135
bretagne.mapgr,221246,420839,339559000,1358335,355377000,898263
bretagne.mapgr,410117,179071,300712000,1141079,202131000,432270
bretagne.mapgr,296851,401111,386519000,1410007,606283000,704859
bretagne.mapgr,566684,532824,252065000,1535946,825566000,1017240
bretagne.mapgr,423028,538648,846359000,1112116,846218000,686162
bretagne.mapgr,15778,650728,969033000,1308756,994035000,433404
bretagne.mapgr,269935,560255,760038000,837438,342420000,505329
bretagne.mapgr,458708,636531,186265000,958038,984967000,666901
bretagne.mapgr,424393,87783,598573000,1240218,748870000,732143
bretagne.mapgr,628092,587034,97948000,1418020,757129000,465522
bretagne.mapgr,491846,7042,603831000,907231,571121000,510317
bretagne.mapgr,579793,10449,169084000,1385094,835888000,588006
bretagne.mapgr,515511,312538,448597000,1458038,671615000,608164
bretagne.mapgr,181739,90197,608684000,813931,903989000,315783
bretagne.mapgr,283730,407627,992193000,1314771,440197000,842186
bretagne.mapgr,141698,447973,445568000,1026032,757304000,608352
bretagne.mapgr,187156,119765,227687000,1066180,869777000,407851
bretagne.mapgr,196263,421045,645940000,1396952,418104000,883639
bretagne.mapgr,256585,168962,692688000,1512128,372919000,724180
bretagne.mapgr,122939,61799,983169000,847490,958930000,493902
bretagne.mapgr,456651,219687,377418000,1297805,801250000,754544
bretagne.mapgr,193672,220695,353180000,1188206,370938000,287391
bretagne.mapgr,649129,449248,638735000,1374404,578661000,619189
bretagne.mapgr,340904,39721,199271000,1340017,45338000,648471
bretagne.mapgr,161655,302995,744534000,1523702,657599000,684836
bretagne.mapgr,91213,115364,290339000,1119133,71300000,668592
bretagne.mapgr,253203,223889,930944000,825011,439900000,476567
bretagne.mapgr,377692,469746,261515000,1535925,589613000,833554
bretagne.mapgr,627444,359190,525905000,1534662,419587000,677937
bretagne.mapgr,413427,248583,37616000,1084382,332036000,774742
bretagne.mapgr,628461,562494,665233000,1468826,81285000,638883
bretagne.mapgr,121470,192401,825279000,1107767,740581000,626115
bretagne.mapgr,510092,437819,69900000,1133703,997405000,629743
bretagne.mapgr,183066,516749,171882000,1517583,334366000,1166652
bretagne.mapgr,112429,424042,777895000,1388110,984582000,597062
bretagne.mapgr,216905,467665,386340000,1064895,592987000,513570
