Carte,Origine,Destination,Temps CPU Dijkstra (en ns), Nb Sommets, Temps CPU A* (en ns), Nb Sommets
bretagne.mapgr,223703,30891,712910000,553435,703352000,174699
bretagne.mapgr,533688,139963,351105000,976486,399427000,250907
bretagne.mapgr,504524,25121,356963000,673734,353913000,118124
bretagne.mapgr,207021,529385,591189000,385221,667389000,172264
bretagne.mapgr,552888,577173,977247000,514978,585522000,133885
bretagne.mapgr,339530,654749,428836000,679637,2030000,225025
bretagne.mapgr,79149,284305,203533000,467644,532241000,162018
bretagne.mapgr,539433,638722,401232000,340143,20273000,149942
bretagne.mapgr,547910,228973,832847000,395965,678891000,171970
bretagne.mapgr,158093,298769,214474000,712909,712840000,323847
bretagne.mapgr,77781,408749,373067000,733858,893603000,220882
bretagne.mapgr,503336,71167,594022000,384651,772946000,205640
bretagne.mapgr,265886,84774,683616000,268610,341010000,139132
bretagne.mapgr,252888,427795,763984000,215900,719449000,163690
bretagne.mapgr,455797,613904,532594000,1069917,280239000,335458
bretagne.mapgr,304218,607180,782324000,301769,133656000,51988
bretagne.mapgr,506971,524792,936979000,675075,709392000,212054
bretagne.mapgr,574453,656538,147818000,692919,962806000,329800
bretagne.mapgr,261853,229033,451620000,518525,602987000,134920
bretagne.mapgr,183097,396369,784886000,672059,673863000,153823
bretagne.mapgr,282253,654592,971965000,788060,996667000,295415
bretagne.mapgr,456324,298167,277423000,775779,599679000,140829
bretagne.mapgr,107217,89392,457093000,462025,345278000,208764
bretagne.mapgr,246794,206874,887971000,721122,468695000,237844
bretagne.mapgr,299544,302277,77058000,1307675,567183000,456885
bretagne.mapgr,433439,407666,622191000,367386,476369000,126873
bretagne.mapgr,148451,357664,569456000,604491,957410000,200017
bretagne.mapgr,254887,341193,712515000,787944,507224000,133742
bretagne.mapgr,434203,254523,421910000,778193,387367000,425197
bretagne.mapgr,294985,399801,857088000,385055,243133000,82851
bretagne.mapgr,63164,498178,425632000,570071,474758000,127463
bretagne.mapgr,211218,148802,649660000,282691,699028000,1544622
bretagne.mapgr,369188,187349,578186000,644665,730317000,166111
bretagne.mapgr,235008,318146,700984000,640575,344798000,274910
bretagne.mapgr,464453,533023,273978000,322357,464657000,125025
bretagne.mapgr,103549,109096,628139000,887112,850910000,386219
bretagne.mapgr,419587,160651,514791000,879189,722467000,292549
bretagne.mapgr,349920,135170,952197000,225131,178690000,69636
bretagne.mapgr,176698,275307,702116000,210475,98960000,45363
bretagne.mapgr,201422,504021,311137000,728777,14952000,361602
bretagne.mapgr,510285,113301,969484000,682477,542810000,134339
bretagne.mapgr,371244,204376,449061000,554436,52814000,197654
bretagne.mapgr,622409,37310,572812000,1166510,524169000,385823
bretagne.mapgr,206551,427930,304592000,454924,284728000,75663
bretagne.mapgr,283284,604102,332503000,747517,866682000,1544624
bretagne.mapgr,406227,452262,465736000,436679,610232000,190784
bretagne.mapgr,59746,447434,750144000,405354,848150000,112367
bretagne.mapgr,491764,28420,921660000,411660,28129000,227776
bretagne.mapgr,593085,536570,284041000,649285,896239000,186567
bretagne.mapgr,228862,390519,409947000,924285,87691000,227453
bretagne.mapgr,436278,617690,964943000,213771,222565000,70715
bretagne.mapgr,292057,408893,729492000,603718,361405000,318006
bretagne.mapgr,134638,156461,179605000,682410,833958000,334355
bretagne.mapgr,581812,211821,406050000,505212,923545000,193172
bretagne.mapgr,266918,223071,528779000,271042,88014000,38456
bretagne.mapgr,11810,379506,186078000,700843,20221000,235104
bretagne.mapgr,203991,412744,949608000,860677,361019000,466764
bretagne.mapgr,440271,27654,113869000,324757,432858000,134754
bretagne.mapgr,366032,194975,36060000,292702,279506000,77115
bretagne.mapgr,81601,590154,979727000,765793,520438000,413303
bretagne.mapgr,305194,254990,740856000,632415,93042000,261449
bretagne.mapgr,51197,327952,775289000,562024,377401000,236389
bretagne.mapgr,400532,488349,635164000,301112,240290000,69261
bretagne.mapgr,128630,235571,111630000,494172,592125000,237850
bretagne.mapgr,485169,518140,206779000,518014,517931000,132964
bretagne.mapgr,594783,494281,476841000,527394,931281000,256517
bretagne.mapgr,173232,593759,428933000,442118,659874000,145841
bretagne.mapgr,216100,499856,456318000,812836,877662000,170753
bretagne.mapgr,616258,489747,392914000,521568,839666000,345953
bretagne.mapgr,16252,450897,429770000,328580,593717000,127714
bretagne.mapgr,347981,543350,760145000,620453,576833000,168072
bretagne.mapgr,477140,504353,683849000,553218,334764000,281206
bretagne.mapgr,504020,128323,900290000,1091161,874471000,294659
bretagne.mapgr,1107,60121,189235000,320911,608441000,168129
bretagne.mapgr,275702,229510,58419000,739665,955981000,229256
bretagne.mapgr,393476,623858,695094000,1101222,629581000,285526
bretagne.mapgr,647153,422715,22956000,250363,271017000,85049
bretagne.mapgr,386576,135375,153121000,711779,937082000,303901
bretagne.mapgr,137551,146438,972354000,283580,343824000,140114
bretagne.mapgr,112202,431787,628199000,204126,242468000,92724
bretagne.mapgr,554588,317326,749715000,720312,553526000,273813
bretagne.mapgr,641618,1717,476838000,318897,417136000,124936
bretagne.mapgr,565594,58166,444753000,414924,794862000,253359
bretagne.mapgr,173070,576390,558317000,316387,256010000,77731
bretagne.mapgr,647365,399328,485663000,481506,895413000,216908
bretagne.mapgr,91223,89342,30783000,394150,766004000,210428
bretagne.mapgr,492765,23543,132046000,768051,360739000,321466
bretagne.mapgr,580941,320738,483449000,503397,80852000,266413
bretagne.mapgr,410347,129128,378164000,476939,508892000,134547
bretagne.mapgr,203314,448137,290260000,377510,818757000,184983
bretagne.mapgr,535529,28635,484468000,633671,2792000,233679
bretagne.mapgr,199300,282001,286529000,654755,571038000,314694
bretagne.mapgr,380523,25877,261889000,216387,206559000,26004
bretagne.mapgr,342437,35448,119762000,477475,629492000,123500
bretagne.mapgr,87356,377606,309476000,898454,199553000,229568
bretagne.mapgr,627983,500418,570380000,595549,466421000,130852
bretagne.mapgr,392990,11764,300555000,691233,335116000,148062
bretagne.mapgr,390790,172975,987091000,263202,474939000,121321
bretagne.mapgr,265004,524878,417327000,557258,61107000,212968
bretagne.mapgr,85383,544591,690382000,1012506,869306000,562697
bretagne.mapgr,403628,426763,350873000,192605,310987000,101415
bretagne.mapgr,628330,289717,430248000,543955,388324000,301623
bretagne.mapgr,603967,241667,193887000,639860,527295000,139189
bretagne.mapgr,123895,301895,957852000,826559,406923000,296418
bretagne.mapgr,435425,83677,422359000,1034109,772440000,311896
bretagne.mapgr,627171,325467,61898000,754339,612712000,143068
bretagne.mapgr,589735,26215,445935000,458852,655930000,151960
bretagne.mapgr,472267,552180,594967000,442490,760089000,205875
bretagne.mapgr,122977,438833,849562000,298651,430327000,171651
bretagne.mapgr,347325,385004,200957000,272414,239074000,82171
bretagne.mapgr,62900,184081,236444000,531712,48061000,194215
bretagne.mapgr,513225,661221,13010000,707064,833844000,281848
bretagne.mapgr,41350,307472,612508000,686644,597373000,372354
bretagne.mapgr,117839,447589,795001000,653673,766224000,414781
bretagne.mapgr,533609,307921,709505000,452626,926293000,250521
bretagne.mapgr,519459,65496,506464000,573847,676395000,152551
bretagne.mapgr,475462,618687,495168000,264797,322569000,84453
bretagne.mapgr,453030,217112,481439000,996040,258495000,202928
bretagne.mapgr,177625,444313,925704000,434767,261626000,89094
bretagne.mapgr,394095,646528,276940000,797357,628551000,170179
bretagne.mapgr,410071,352969,73000,571833,818864000,189746
bretagne.mapgr,288364,568082,875938000,573977,196237000,230143
bretagne.mapgr,361871,91963,656493000,316113,509709000,143264
bretagne.mapgr,460630,335235,232522000,288497,422814000,128672
bretagne.mapgr,638274,67122,960172000,1272733,417247000,378498
bretagne.mapgr,335203,171465,570022000,1017453,931184000,301496
bretagne.mapgr,633992,380313,17039000,971700,83091000,211221
bretagne.mapgr,651055,71931,929856000,501346,287848000,183500
bretagne.mapgr,370392,465305,466878000,352917,331448000,235734
bretagne.mapgr,510095,233426,218540000,467927,422147000,128608
bretagne.mapgr,248374,448781,833392000,438553,713436000,156403
bretagne.mapgr,165402,43767,696291000,359630,157125000,47034
bretagne.mapgr,346343,510094,406294000,500028,202831000,197721
bretagne.mapgr,292954,75524,144860000,663128,399798000,106482
bretagne.mapgr,413971,522888,115539000,409976,354820000,104301
